Ranking IDHM 2010,Município,UF,IDHM 2010,IDHM Renda 2010,IDHM Longevidade 2010,IDHM Educação 2010
420 º,DOIS LAJEADOS,RS,0.757,0.775,0.837,0.67
420 º,VISTA GAUCHA,RS,0.757,0.774,0.839,0.669
420 º,CAMPO MOURAO,PR,0.757,0.749,0.841,0.689
420 º,JATAI,GO,0.757,0.774,0.856,0.656
420 º,PIQUETE,SP,0.757,0.711,0.823,0.74
420 º,PRESIDENTE LUCENA,RS,0.757,0.727,0.885,0.674
420 º,COLINA,SP,0.757,0.72,0.845,0.712
420 º,CACHOEIRINHA,RS,0.757,0.749,0.857,0.675
420 º,ESTANCIA VELHA,RS,0.757,0.749,0.887,0.652
420 º,CHAPADA,RS,0.757,0.752,0.849,0.679
420 º,PALHOCA,SC,0.757,0.752,0.859,0.672
420 º,PEDRO LEOPOLDO,MG,0.757,0.723,0.856,0.7
440 º,ILHABELA,SP,0.756,0.739,0.843,0.693
440 º,BALNEARIO PICARRAS,SC,0.756,0.745,0.869,0.668
440 º,NOVA CASTILHO,SP,0.756,0.694,0.823,0.755
440 º,JAMBEIRO,SP,0.756,0.727,0.86,0.69
440 º,QUINZE DE NOVEMBRO,RS,0.756,0.783,0.841,0.655
440 º,ITABIRA,MG,0.756,0.729,0.873,0.678
440 º,CRAVINHOS,SP,0.756,0.737,0.857,0.683
440 º,HORTOLANDIA,SP,0.756,0.716,0.859,0.703
440 º,BALSAMO,SP,0.756,0.746,0.835,0.695
440 º,PIRANGI,SP,0.756,0.735,0.837,0.701
440 º,CONTAGEM,MG,0.756,0.745,0.832,0.697
440 º,FORTALEZA DOS VALOS,RS,0.756,0.779,0.837,0.663
440 º,PASSOS,MG,0.756,0.741,0.886,0.658
453 º,CORONEL FABRICIANO,MG,0.755,0.715,0.865,0.696
453 º,SAO PEDRO,SP,0.755,0.741,0.863,0.674
453 º,SAO LUDGERO,SC,0.755,0.756,0.834,0.683
453 º,SAUDADES,SC,0.755,0.723,0.85,0.7
453 º,BRODOWSKI,SP,0.755,0.738,0.864,0.675
453 º,APARECIDA,SP,0.755,0.735,0.828,0.706
453 º,ALTO BELA VISTA,SC,0.755,0.734,0.882,0.664
453 º,RONDONOPOLIS,MT,0.755,0.749,0.823,0.698
453 º,FORMIGA,MG,0.755,0.729,0.874,0.676
453 º,CIANORTE,PR,0.755,0.747,0.841,0.685
453 º,MONTENEGRO,RS,0.755,0.761,0.866,0.654
453 º,PONGAI,SP,0.755,0.727,0.844,0.701
453 º,ORLEANS,SC,0.755,0.749,0.873,0.657
453 º,SAO JOSE DO OURO,RS,0.755,0.759,0.846,0.669
467 º,FORTALEZA,CE,0.754,0.749,0.824,0.695
467 º,SINOP,MT,0.754,0.755,0.832,0.682
467 º,GUABIRUBA,SC,0.754,0.75,0.876,0.653
467 º,BORACEIA,SP,0.754,0.723,0.866,0.685
467 º,SAO VENDELINO,RS,0.754,0.743,0.852,0.677
467 º,RIO DO OESTE,SC,0.754,0.769,0.892,0.625
467 º,ESTEIO,RS,0.754,0.769,0.843,0.662
467 º,MONGAGUA,SP,0.754,0.719,0.854,0.699
467 º,ANALANDIA,SP,0.754,0.745,0.861,0.668
467 º,NEVES PAULISTA,SP,0.754,0.737,0.823,0.707
467 º,VERA CRUZ,SP,0.754,0.722,0.83,0.715
467 º,PRAIA GRANDE,SP,0.754,0.744,0.834,0.692
467 º,CUNHATAI,SC,0.754,0.777,0.886,0.623
467 º,RODEIO,SC,0.754,0.769,0.889,0.626
467 º,CORUMBATAI,SP,0.754,0.728,0.841,0.7
467 º,LAURO DE FREITAS,BA,0.754,0.781,0.827,0.663
467 º,CHAPADAO DO SUL,MS,0.754,0.758,0.85,0.665
467 º,CONSTANTINA,RS,0.754,0.726,0.885,0.668
467 º,RIO VERDE,GO,0.754,0.765,0.853,0.656
467 º,REGISTRO,SP,0.754,0.718,0.851,0.702
467 º,FLORES DA CUNHA,RS,0.754,0.786,0.849,0.642
488 º,RANCHO QUEIMADO,SC,0.753,0.743,0.893,0.644
488 º,IPEUNA,SP,0.753,0.737,0.845,0.685
488 º,PALMEIRA D'OESTE,SP,0.753,0.72,0.829,0.714
488 º,SALVADOR DAS MISSOES,RS,0.753,0.71,0.851,0.706
488 º,MONTE AZUL PAULISTA,SP,0.753,0.733,0.843,0.69
488 º,CONGONHAS,MG,0.753,0.732,0.877,0.665
488 º,TARUMA,SP,0.753,0.738,0.852,0.68
488 º,SANTO ANASTACIO,SP,0.753,0.725,0.854,0.689
488 º,MAGDA,SP,0.753,0.724,0.823,0.717
488 º,TRES FRONTEIRAS,SP,0.753,0.71,0.829,0.726
488 º,NILOPOLIS,RJ,0.753,0.731,0.817,0.716
488 º,MANGARATIBA,RJ,0.753,0.746,0.845,0.676
488 º,NOVO HORIZONTE,SP,0.753,0.741,0.865,0.665
488 º,ESTACAO,RS,0.753,0.752,0.843,0.674
488 º,GUAIRA,SP,0.753,0.759,0.824,0.683
488 º,AJURICABA,RS,0.753,0.763,0.85,0.658
488 º,GAROPABA,SC,0.753,0.737,0.868,0.668
488 º,FORQUILHINHA,SC,0.753,0.754,0.861,0.657
488 º,JOAO NEIVA,ES,0.753,0.751,0.857,0.663
488 º,NICOLAU VERGUEIRO,RS,0.753,0.772,0.839,0.66
508 º,ARACRUZ,ES,0.752,0.717,0.838,0.707
508 º,ENEAS MARQUES,PR,0.752,0.767,0.835,0.664
508 º,LAGUNA,SC,0.752,0.715,0.871,0.682
508 º,MARAPOAMA,SP,0.752,0.736,0.852,0.679
508 º,ARAGUAINA,TO,0.752,0.727,0.821,0.712
508 º,MONTE BELO DO SUL,RS,0.752,0.752,0.852,0.663
508 º,TATUI,SP,0.752,0.734,0.842,0.688
508 º,TRES MARIAS,MG,0.752,0.706,0.866,0.695
508 º,TUNAPOLIS,SC,0.752,0.728,0.83,0.704
508 º,SEVERIANO DE ALMEIDA,RS,0.752,0.738,0.861,0.67
508 º,ITUMBIARA,GO,0.752,0.744,0.838,0.682
508 º,PRIMAVERA DO LESTE,MT,0.752,0.774,0.843,0.653
508 º,WESTFALIA,RS,0.752,0.796,0.849,0.63
508 º,PRANCHITA,PR,0.752,0.743,0.821,0.696
508 º,XAXIM,SC,0.752,0.737,0.871,0.662
508 º,BOA VISTA,RR,0.752,0.737,0.816,0.708
508 º,LUCELIA,SP,0.752,0.728,0.841,0.695
508 º,CAPINZAL,SC,0.752,0.742,0.869,0.659
526 º,MANDAGUARI,PR,0.751,0.732,0.84,0.689
526 º,GUAXUPE,MG,0.751,0.729,0.88,0.659
526 º,NHANDEARA,SP,0.751,0.755,0.835,0.672
526 º,CATAGUASES,MG,0.751,0.718,0.861,0.685
526 º,PINHAIS,PR,0.751,0.761,0.836,0.666
526 º,FOZ DO IGUACU,PR,0.751,0.748,0.858,0.661
526 º,CAMBUI,MG,0.751,0.722,0.872,0.674
526 º,TERESINA,PI,0.751,0.731,0.82,0.707
526 º,INDIAPORA,SP,0.751,0.714,0.835,0.71
526 º,GUARUJA,SP,0.751,0.729,0.854,0.679
526 º,PORTO FERREIRA,SP,0.751,0.736,0.827,0.696
526 º,RANCHARIA,SP,0.751,0.72,0.861,0.683
526 º,GUARACIABA,SC,0.751,0.754,0.871,0.646
526 º,GUARAMIRIM,SC,0.751,0.748,0.885,0.641
526 º,SALES,SP,0.751,0.708,0.859,0.697
526 º,OSORIO,RS,0.751,0.769,0.853,0.646
526 º,UBATUBA,SP,0.751,0.741,0.841,0.679
526 º,TURIUBA,SP,0.751,0.713,0.824,0.721
526 º,AMERICO BRASILIENSE,SP,0.751,0.709,0.852,0.701
526 º,SERTAO,RS,0.751,0.746,0.837,0.678
526 º,BASTOS,SP,0.751,0.696,0.848,0.718
526 º,PLANALTO ALEGRE,SC,0.751,0.731,0.881,0.659
526 º,TAPIRATIBA,SP,0.751,0.703,0.87,0.692
526 º,CATIGUA,SP,0.751,0.734,0.852,0.676
526 º,MIRANDOPOLIS,SP,0.751,0.732,0.869,0.665
551 º,PARANAGUA,PR,0.75,0.733,0.852,0.676
551 º,CANOAS,RS,0.75,0.768,0.864,0.636
551 º,CRUZ ALTA,RS,0.75,0.754,0.858,0.653
551 º,PRESIDENTE EPITACIO,SP,0.75,0.714,0.845,0.7
551 º,BARIRI,SP,0.75,0.736,0.867,0.662
551 º,BOM DESPACHO,MG,0.75,0.742,0.861,0.661
551 º,CAMPO VERDE,MT,0.75,0.755,0.834,0.67
551 º,AGUA SANTA,RS,0.75,0.84,0.85,0.59
551 º,CAPIVARI,SP,0.75,0.744,0.848,0.669
551 º,SAO JOAO DO PAU D'ALHO,SP,0.75,0.714,0.854,0.692
551 º,FELIZ,RS,0.75,0.758,0.847,0.658
562 º,UNIAO PAULISTA,SP,0.749,0.697,0.863,0.699
562 º,CAMPOS DO JORDAO,SP,0.749,0.761,0.852,0.648
562 º,EMBU-GUACU,SP,0.749,0.713,0.834,0.708
562 º,OSCAR BRESSANE,SP,0.749,0.713,0.823,0.715
562 º,BETIM,MG,0.749,0.709,0.864,0.687
562 º,LAURENTINO,SC,0.749,0.742,0.855,0.662
562 º,LINHA NOVA,RS,0.749,0.751,0.846,0.662
562 º,ARCOS,MG,0.749,0.717,0.874,0.671
562 º,SAO LOURENCO DO OESTE,SC,0.749,0.748,0.807,0.695
562 º,TERRA ROXA,SP,0.749,0.732,0.838,0.684
562 º,ANTONIO CARLOS,SC,0.749,0.768,0.89,0.615
562 º,IPUA,SP,0.749,0.759,0.848,0.654
562 º,PARECI NOVO,RS,0.749,0.738,0.852,0.668
562 º,PERUIBE,SP,0.749,0.73,0.854,0.675
562 º,RIO GRANDE DA SERRA,SP,0.749,0.684,0.823,0.745
562 º,PARAISO,SP,0.749,0.751,0.837,0.668
562 º,CARAPICUIBA,SP,0.749,0.721,0.842,0.693
562 º,HARMONIA,RS,0.749,0.748,0.841,0.668
562 º,PIRAJUI,SP,0.749,0.734,0.853,0.672
562 º,XAVANTINA,SC,0.749,0.772,0.861,0.632
562 º,ARTUR NOGUEIRA,SP,0.749,0.745,0.827,0.681
583 º,SAO JOAO DE IRACEMA,SP,0.748,0.682,0.833,0.738
583 º,DUARTINA,SP,0.748,0.716,0.837,0.698
583 º,TANABI,SP,0.748,0.735,0.829,0.687
583 º,ITUPORANGA,SC,0.748,0.749,0.876,0.638
583 º,BARRA DO GARCAS,MT,0.748,0.738,0.817,0.693
583 º,MONDAI,SC,0.748,0.728,0.875,0.657
583 º,CANELA,RS,0.748,0.738,0.849,0.667
583 º,NOVA TRENTO,SC,0.748,0.749,0.891,0.628
583 º,SAO JOAO DO POLESINE,RS,0.748,0.748,0.847,0.661
583 º,MIRASELVA,PR,0.748,0.694,0.854,0.707
583 º,APUCARANA,PR,0.748,0.741,0.845,0.668
583 º,CAFELANDIA,PR,0.748,0.723,0.835,0.692
583 º,CABEDELO,PB,0.748,0.782,0.822,0.651
583 º,ARAPONGAS,PR,0.748,0.751,0.834,0.669
583 º,BARAO,RS,0.748,0.767,0.836,0.652
583 º,TAQUARITINGA,SP,0.748,0.727,0.827,0.696
599 º,SANANDUVA,RS,0.747,0.764,0.843,0.647
599 º,NOVO HAMBURGO,RS,0.747,0.778,0.852,0.629
599 º,TUCUNDUVA,RS,0.747,0.748,0.816,0.682
599 º,PATO BRAGADO,PR,0.747,0.745,0.807,0.694
599 º,CONDOR,RS,0.747,0.735,0.852,0.666
599 º,ASTORGA,PR,0.747,0.754,0.818,0.675
599 º,FLOREAL,SP,0.747,0.71,0.808,0.726
599 º,DOURADOS,MS,0.747,0.753,0.843,0.657
599 º,IBITINGA,SP,0.747,0.738,0.846,0.667
599 º,GENERAL SALGADO,SP,0.747,0.734,0.808,0.702
599 º,CANDIDO MOTA,SP,0.747,0.701,0.845,0.704
599 º,SAO JOSE DO INHACORA,RS,0.747,0.723,0.822,0.702
599 º,SUD MENNUCCI,SP,0.747,0.743,0.809,0.694
599 º,JANDAIA DO SUL,PR,0.747,0.741,0.801,0.703
599 º,CONFINS,MG,0.747,0.706,0.83,0.711
599 º,POTIRENDABA,SP,0.747,0.737,0.857,0.661
599 º,ITURAMA,MG,0.747,0.73,0.848,0.674
599 º,CORDILHEIRA ALTA,SC,0.747,0.735,0.855,0.662
599 º,OUVIDOR,GO,0.747,0.721,0.83,0.697
599 º,NOVA AURORA,GO,0.747,0.703,0.849,0.697
599 º,BRUMADINHO,MG,0.747,0.761,0.857,0.639
599 º,NOVA BASSANO,RS,0.747,0.778,0.849,0.632
599 º,GOVERNADOR CELSO RAMOS,SC,0.747,0.737,0.87,0.651
599 º,RIBEIRAO DO SUL,SP,0.747,0.753,0.818,0.676
599 º,TAPERA,RS,0.747,0.743,0.835,0.672
599 º,CHARQUEADAS,RS,0.747,0.726,0.87,0.659
599 º,ALTO ALEGRE,RS,0.747,0.756,0.859,0.642
599 º,TEUTONIA,RS,0.747,0.751,0.855,0.65
599 º,ELISIARIO,SP,0.747,0.711,0.825,0.712
628 º,BALNEARIO ARROIO DO SILVA,SC,0.746,0.753,0.858,0.642
628 º,PARAISO DO NORTE,PR,0.746,0.752,0.825,0.668
628 º,SANTA TEREZA,RS,0.746,0.765,0.853,0.637
628 º,NUPORANGA,SP,0.746,0.73,0.866,0.656
628 º,VALPARAISO DE GOIAS,GO,0.746,0.733,0.815,0.695
628 º,MATO LEITAO,RS,0.746,0.721,0.853,0.676
628 º,DOUTOR CAMARGO,PR,0.746,0.704,0.839,0.702
628 º,GETULIO VARGAS,RS,0.746,0.747,0.843,0.658
628 º,URANIA,SP,0.746,0.727,0.804,0.709
628 º,COQUEIROS DO SUL,RS,0.746,0.806,0.84,0.614
628 º,MUCUM,RS,0.746,0.757,0.84,0.654
628 º,ITAMBE,PR,0.746,0.691,0.854,0.703
628 º,BORA,SP,0.746,0.712,0.863,0.675
628 º,CACHOEIRO DE ITAPEMIRIM,ES,0.746,0.733,0.837,0.677
628 º,BELEM,PA,0.746,0.751,0.822,0.673
628 º,COLATINA,ES,0.746,0.738,0.841,0.668
628 º,BADY BASSITT,SP,0.746,0.737,0.805,0.701
628 º,PALMITAL,SP,0.746,0.727,0.814,0.702
628 º,BOM PRINCIPIO,RS,0.746,0.751,0.836,0.661
628 º,CAPITAO,RS,0.746,0.747,0.842,0.661
648 º,MIGUEL PEREIRA,RJ,0.745,0.74,0.828,0.675
648 º,CAMPO LARGO,PR,0.745,0.73,0.854,0.664
648 º,AGUAS FRIAS,SC,0.745,0.728,0.86,0.661
648 º,ITANHAEM,SP,0.745,0.716,0.823,0.701
648 º,CAMPO BOM,RS,0.745,0.755,0.852,0.643
648 º,BOZANO,RS,0.745,0.773,0.853,0.628
648 º,IACANGA,SP,0.745,0.721,0.851,0.675
648 º,RAFARD,SP,0.745,0.722,0.823,0.696
648 º,FLORAI,PR,0.745,0.739,0.853,0.656
648 º,ECHAPORA,SP,0.745,0.719,0.834,0.69
648 º,URUPES,SP,0.745,0.741,0.817,0.683
648 º,NOVA FRIBURGO,RJ,0.745,0.758,0.846,0.645
648 º,PETROPOLIS,RJ,0.745,0.763,0.847,0.639
648 º,AGUAS DE LINDOIA,SP,0.745,0.725,0.846,0.675
648 º,AGUDOS,SP,0.745,0.705,0.845,0.694
648 º,AMERICO DE CAMPOS,SP,0.745,0.715,0.817,0.708
648 º,MAIRIPOTABA,GO,0.745,0.748,0.854,0.648
648 º,TRES RANCHOS,GO,0.745,0.724,0.849,0.672
648 º,JUNQUEIROPOLIS,SP,0.745,0.727,0.86,0.662
667 º,NOVA PALMA,RS,0.744,0.762,0.841,0.643
667 º,TORRINHA,SP,0.744,0.734,0.852,0.658
667 º,URUGUAIANA,RS,0.744,0.722,0.863,0.661
667 º,TRES CORACOES,MG,0.744,0.73,0.855,0.66
667 º,CAMPOS DE JULIO,MT,0.744,0.8,0.825,0.625
667 º,DUMONT,SP,0.744,0.72,0.849,0.674
667 º,SORRISO,MT,0.744,0.774,0.839,0.635
667 º,ITAPOLIS,SP,0.744,0.738,0.836,0.667
667 º,PIRES DO RIO,GO,0.744,0.719,0.88,0.65
667 º,CORONEL FREITAS,SC,0.744,0.732,0.86,0.653
667 º,BENTO DE ABREU,SP,0.744,0.706,0.82,0.712
667 º,LEME,SP,0.744,0.729,0.851,0.665
667 º,FORMOSA,GO,0.744,0.726,0.852,0.666
667 º,PERDOES,MG,0.744,0.71,0.878,0.661
667 º,BARRA DO JACARE,PR,0.744,0.678,0.813,0.747
667 º,PARACATU,MG,0.744,0.704,0.854,0.685
667 º,SANTA HELENA,PR,0.744,0.738,0.823,0.678
667 º,CORONEL BARROS,RS,0.744,0.793,0.852,0.61
667 º,SALETE,SC,0.744,0.737,0.803,0.695
667 º,POCO DAS ANTAS,RS,0.744,0.742,0.877,0.634
667 º,BICAS,MG,0.744,0.726,0.85,0.667
667 º,SAO MANUEL,SP,0.744,0.735,0.805,0.695
667 º,MENDONCA,SP,0.744,0.72,0.863,0.663
667 º,VISTA ALEGRE DO ALTO,SP,0.744,0.726,0.84,0.676
667 º,TRES LAGOAS,MS,0.744,0.752,0.849,0.645
667 º,LOBATO,PR,0.744,0.708,0.841,0.692
667 º,AREALVA,SP,0.744,0.718,0.84,0.683
667 º,RIO GRANDE,RS,0.744,0.752,0.861,0.637
695 º,SANTA CRUZ DA ESPERANCA,SP,0.743,0.719,0.832,0.686
695 º,NOVA LUZITANIA,SP,0.743,0.705,0.808,0.719
695 º,IMIGRANTE,RS,0.743,0.764,0.844,0.635
695 º,JUSSARA,GO,0.743,0.768,0.842,0.635
695 º,DOIS IRMAOS,RS,0.743,0.763,0.848,0.633
695 º,SOBRADINHO,RS,0.743,0.735,0.861,0.647
695 º,AUGUSTO PESTANA,RS,0.743,0.779,0.847,0.621
695 º,MACAUBAL,SP,0.743,0.72,0.844,0.676
695 º,CAPAO DA CANOA,RS,0.743,0.756,0.852,0.637
695 º,PENHA,SC,0.743,0.739,0.867,0.64
695 º,DESCANSO,SC,0.743,0.741,0.854,0.647
695 º,PROMISSAO,SP,0.743,0.724,0.85,0.666
695 º,MAIRINQUE,SP,0.743,0.721,0.831,0.684
695 º,JACAREZINHO,PR,0.743,0.734,0.844,0.663
695 º,CAXAMBU,MG,0.743,0.77,0.848,0.629
695 º,MORRO REUTER,RS,0.743,0.733,0.858,0.653
695 º,GUATAPARA,SP,0.743,0.724,0.822,0.688
695 º,JAGUARIAIVA,PR,0.743,0.698,0.859,0.684
695 º,LINDOIA DO SUL,SC,0.743,0.747,0.865,0.636
695 º,MIRA ESTRELA,SP,0.743,0.697,0.806,0.731
695 º,MAREMA,SC,0.743,0.748,0.862,0.636
695 º,MATINHOS,PR,0.743,0.743,0.834,0.662
695 º,SAO JORGE DO IVAI,PR,0.743,0.727,0.81,0.696
695 º,IPORA,GO,0.743,0.731,0.84,0.667
719 º,PEDRANOPOLIS,SP,0.742,0.698,0.854,0.684
719 º,BARRO ALTO,GO,0.742,0.701,0.854,0.682
719 º,ITAPECERICA DA SERRA,SP,0.742,0.699,0.852,0.687
719 º,VILA FLORES,RS,0.742,0.725,0.867,0.65
719 º,SILVEIRA MARTINS,RS,0.742,0.744,0.852,0.644
719 º,CACHOEIRA DO SUL,RS,0.742,0.739,0.854,0.648
719 º,VAZANTE,MG,0.742,0.707,0.866,0.666
719 º,LOURDES,SP,0.742,0.697,0.816,0.717
719 º,IRANI,SC,0.742,0.715,0.847,0.675
719 º,BOCAINA,SP,0.742,0.741,0.84,0.656
719 º,TIO HUGO,RS,0.742,0.709,0.845,0.682
719 º,LINDOIA,SP,0.742,0.722,0.864,0.654
719 º,NOVA RAMADA,RS,0.742,0.752,0.847,0.642
719 º,SAO MARTINHO,SC,0.742,0.754,0.83,0.654
719 º,CAFELANDIA,SP,0.742,0.714,0.867,0.661
719 º,ASCURRA,SC,0.742,0.739,0.868,0.636
719 º,CHAPADAO DO CEU,GO,0.742,0.748,0.837,0.652
719 º,BOM SUCESSO DO SUL,PR,0.742,0.704,0.836,0.695
719 º,CUNHA PORA,SC,0.742,0.744,0.804,0.682
719 º,MARIANA,MG,0.742,0.705,0.874,0.664
719 º,DOLCINOPOLIS,SP,0.742,0.699,0.825,0.709
719 º,QUATRO BARRAS,PR,0.742,0.74,0.831,0.665
719 º,CAMPOS NOVOS,SC,0.742,0.721,0.861,0.658
719 º,DONA EMMA,SC,0.742,0.762,0.862,0.622
743 º,JUMIRIM,SP,0.741,0.721,0.863,0.655
743 º,NOVA ROMA DO SUL,RS,0.741,0.794,0.851,0.602
743 º,ANHUMAS,SP,0.741,0.683,0.845,0.706
743 º,BAMBUI,MG,0.741,0.735,0.87,0.636
743 º,SANTOS DUMONT,MG,0.741,0.688,0.847,0.697
743 º,MOTUCA,SP,0.741,0.685,0.859,0.691
743 º,CARNEIRINHO,MG,0.741,0.749,0.873,0.622
743 º,OURO PRETO,MG,0.741,0.721,0.834,0.677
743 º,ICARA,SC,0.741,0.732,0.861,0.645
743 º,DIRCE REIS,SP,0.741,0.686,0.842,0.704
743 º,CACHOEIRA DA PRATA,MG,0.741,0.689,0.834,0.707
743 º,AGRONOMICA,SC,0.741,0.774,0.884,0.595
743 º,JOAO RAMALHO,SP,0.741,0.701,0.818,0.71
743 º,COTIPORA,RS,0.741,0.767,0.835,0.636
743 º,MONTE CASTELO,SP,0.741,0.706,0.814,0.709
743 º,GUARAI,TO,0.741,0.724,0.839,0.67
743 º,PEJUCARA,RS,0.741,0.724,0.867,0.648
743 º,MIGUELOPOLIS,SP,0.741,0.712,0.863,0.661
743 º,ALFREDO MARCONDES,SP,0.741,0.682,0.84,0.71
743 º,TEODORO SAMPAIO,SP,0.741,0.699,0.856,0.679
743 º,SAO LUIZ GONZAGA,RS,0.741,0.718,0.855,0.664
764 º,OTACILIO COSTA,SC,0.74,0.713,0.835,0.681
764 º,QUIRINOPOLIS,GO,0.74,0.732,0.863,0.642
764 º,BROTAS,SP,0.74,0.724,0.815,0.688
764 º,ARAMINA,SP,0.74,0.723,0.856,0.656
764 º,LAGOA SANTA,GO,0.74,0.733,0.868,0.638
764 º,TIRADENTES,MG,0.74,0.741,0.885,0.619
764 º,IBIRA,SP,0.74,0.741,0.841,0.65
764 º,MUZAMBINHO,MG,0.74,0.723,0.859,0.652
764 º,MACEDONIA,SP,0.74,0.705,0.852,0.675
764 º,PORTO NACIONAL,TO,0.74,0.699,0.826,0.701
764 º,DELFINOPOLIS,MG,0.74,0.702,0.872,0.661
764 º,RIFAINA,SP,0.74,0.713,0.824,0.69
764 º,SANTOPOLIS DO AGUAPEI,SP,0.74,0.68,0.83,0.719
764 º,SANTA CLARA DO SUL,RS,0.74,0.747,0.843,0.644
764 º,SALVADOR DO SUL,RS,0.74,0.75,0.843,0.641
764 º,NOVA ALVORADA,RS,0.74,0.763,0.838,0.634
764 º,ESTIVA GERBI,SP,0.74,0.716,0.815,0.695
764 º,ARAUCARIA,PR,0.74,0.743,0.852,0.639
764 º,CHOPINZINHO,PR,0.74,0.74,0.817,0.671
764 º,MERCEDES,PR,0.74,0.708,0.843,0.68
764 º,SABAUDIA,PR,0.74,0.71,0.843,0.676
764 º,UNIAO DA VITORIA,PR,0.74,0.713,0.837,0.68
764 º,BENEDITO NOVO,SC,0.74,0.723,0.868,0.645
764 º,BAGE,RS,0.74,0.739,0.848,0.647
764 º,ARROIO DO SAL,RS,0.74,0.74,0.844,0.649
764 º,ANTA GORDA,RS,0.74,0.742,0.868,0.63
764 º,ALMIRANTE TAMANDARE DO SUL,RS,0.74,0.732,0.828,0.669
764 º,ALEGRETE,RS,0.74,0.72,0.849,0.664
764 º,TURVO,SC,0.74,0.742,0.867,0.631
764 º,SAO JOAO BATISTA,SC,0.74,0.739,0.865,0.634
764 º,ESTRELA DO NORTE,SP,0.74,0.693,0.818,0.714
795 º,SAO GONCALO,RJ,0.739,0.711,0.833,0.681
795 º,SAO PEDRO DA SERRA,RS,0.739,0.748,0.851,0.634
795 º,CATUIPE,RS,0.739,0.763,0.842,0.627
795 º,SAO SEBASTIAO DO CAI,RS,0.739,0.734,0.852,0.646
795 º,CARLOS GOMES,RS,0.739,0.732,0.886,0.622
795 º,TAQUARUCU DO SUL,RS,0.739,0.768,0.83,0.633
795 º,SANTO AUGUSTO,RS,0.739,0.753,0.84,0.637
795 º,UBIRATA,PR,0.739,0.706,0.854,0.669
795 º,BIGUACU,SC,0.739,0.733,0.836,0.659
795 º,GUAICARA,SP,0.739,0.697,0.853,0.679
795 º,EDEIA,GO,0.739,0.755,0.826,0.648
795 º,SERRA,ES,0.739,0.72,0.844,0.664
795 º,SAO JOSE DA BARRA,MG,0.739,0.722,0.876,0.637
795 º,BOM RETIRO DO SUL,RS,0.739,0.725,0.857,0.649
795 º,SANTA MERCEDES,SP,0.739,0.683,0.847,0.699
795 º,PELOTAS,RS,0.739,0.758,0.844,0.632
795 º,VIRADOURO,SP,0.739,0.717,0.823,0.683
795 º,PEDERNEIRAS,SP,0.739,0.738,0.812,0.673
795 º,ITANHANDU,MG,0.739,0.72,0.871,0.643
795 º,ITUIUTABA,MG,0.739,0.745,0.84,0.644
795 º,MANDURI,SP,0.739,0.73,0.818,0.675
795 º,PIRACAIA,SP,0.739,0.758,0.851,0.625
795 º,IBIACA,RS,0.739,0.766,0.888,0.593
795 º,ROLANDIA,PR,0.739,0.744,0.821,0.661
795 º,SANTO INACIO,PR,0.739,0.746,0.843,0.641
795 º,VISTA ALEGRE,RS,0.739,0.76,0.842,0.631
795 º,SAO LEOPOLDO,RS,0.739,0.766,0.861,0.612
795 º,NOVA GRANADA,SP,0.739,0.727,0.818,0.68
823 º,SANTA ERNESTINA,SP,0.738,0.716,0.802,0.699
823 º,LAGOA VERMELHA,RS,0.738,0.734,0.885,0.62
823 º,MORRO DA FUMACA,SC,0.738,0.732,0.825,0.665
823 º,SANTO CRISTO,RS,0.738,0.746,0.82,0.656
823 º,DOURADO,SP,0.738,0.718,0.811,0.689
823 º,RIO NEGRINHO,SC,0.738,0.71,0.848,0.668
823 º,MELEIRO,SC,0.738,0.734,0.808,0.679
823 º,SANTA ISABEL,SP,0.738,0.7,0.834,0.689
823 º,SAO JOAO DO ITAPERIU,SC,0.738,0.714,0.873,0.645
823 º,CABREUVA,SP,0.738,0.717,0.828,0.678
823 º,VALENCA,RJ,0.738,0.713,0.848,0.666
823 º,IPUMIRIM,SC,0.738,0.747,0.853,0.631
823 º,FERRAZ DE VASCONCELOS,SP,0.738,0.691,0.828,0.703
823 º,ILHOTA,SC,0.738,0.75,0.883,0.607
823 º,BARRA VELHA,SC,0.738,0.735,0.857,0.639
823 º,CAMPINA DAS MISSOES,RS,0.738,0.698,0.849,0.677
823 º,SANTA TEREZINHA DE ITAIPU,PR,0.738,0.716,0.814,0.689
823 º,PORECATU,PR,0.738,0.728,0.834,0.661
823 º,PONTAL DO PARANA,PR,0.738,0.737,0.831,0.655
823 º,QUATA,SP,0.738,0.706,0.814,0.7
823 º,MIRASSOLANDIA,SP,0.738,0.704,0.829,0.69
823 º,NOVA ALIANCA,SP,0.738,0.71,0.826,0.684
823 º,ITAIPULANDIA,PR,0.738,0.779,0.848,0.608
823 º,GAURAMA,RS,0.738,0.733,0.852,0.643
823 º,ONDA VERDE,SP,0.738,0.693,0.863,0.671
823 º,HUMAITA,RS,0.738,0.732,0.837,0.657
823 º,CORBELIA,PR,0.738,0.728,0.807,0.683
850 º,MESQUITA,RJ,0.737,0.704,0.839,0.678
850 º,TANGARA,SC,0.737,0.748,0.867,0.617
850 º,MANAUS,AM,0.737,0.738,0.826,0.658
850 º,LUIZ ALVES,SC,0.737,0.766,0.87,0.6
850 º,BRAUNA,SP,0.737,0.725,0.83,0.664
850 º,PINDORAMA,SP,0.737,0.726,0.842,0.654
850 º,CUBATAO,SP,0.737,0.716,0.821,0.681
